DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
3248.0,0.125,2.567,35.46,3.731,7.05,8.578
3248.1,0.122,2.568,33.076,3.862,7.05,8.578
3248.2,0.12,2.567,31.352,3.894,7.032,8.578
3248.3,0.117,2.566,30.193,3.894,7.011,8.578
3248.4,0.116,2.567,30.0,3.963,7.031,8.578
3248.5,0.115,2.571,29.361,4.08,7.108,8.578
3248.6,0.114,2.575,28.283,4.175,7.175,8.578
3248.7,0.112,2.577,26.991,4.268,7.189,8.578
3248.8,0.11,2.579,27.085,4.336,7.161,8.578
3248.9,0.107,2.58,27.052,4.329,7.133,8.578
3249.0,0.105,2.58,26.298,4.406,7.12,8.578
3249.1,0.104,2.581,26.628,4.408,7.113,8.578
3249.2,0.105,2.581,26.417,4.448,7.116,8.578
3249.3,0.106,2.582,25.008,4.419,7.133,8.578
3249.4,0.107,2.585,24.878,4.411,7.159,8.578
3249.5,0.108,2.586,26.632,4.475,7.184,8.578
3249.6,0.108,2.586,26.878,4.452,7.208,8.578
3249.7,0.107,2.584,26.254,4.525,7.241,8.578
3249.8,0.107,2.583,26.357,4.577,7.274,8.598
3249.9,0.103,2.584,26.325,4.553,7.289,8.619
3250.0,0.106,2.586,24.623,4.54,7.277,8.578
3250.1,0.105,2.589,24.281,4.613,7.24,8.578
3250.2,0.104,2.591,24.726,4.562,7.191,8.578
3250.3,0.104,2.591,24.852,4.585,7.159,8.578
3250.4,0.104,2.59,24.616,4.721,7.16,8.578
3250.5,0.104,2.588,23.868,4.721,7.19,8.578
3250.6,0.104,2.587,24.162,4.665,7.234,8.578
3250.7,0.103,2.588,24.005,4.728,7.275,8.578
3250.8,0.102,2.588,23.597,4.735,7.297,8.578
3250.9,0.101,2.589,22.419,4.761,7.288,8.578
3251.0,0.099,2.59,22.622,4.799,7.256,8.578
3251.1,0.097,2.591,23.157,4.816,7.232,8.578
3251.2,0.095,2.592,22.617,4.805,7.239,8.578
3251.3,0.095,2.592,22.436,4.893,7.255,8.578
3251.4,0.094,2.592,22.255,4.851,7.272,8.578
3251.5,0.094,2.593,22.347,4.861,7.251,8.578
3251.6,0.097,2.593,22.991,4.937,7.21,8.565
3251.7,0.098,2.593,22.95,4.982,7.177,8.547
3251.8,0.1,2.593,22.597,4.935,7.176,8.547
3251.9,0.099,2.593,22.675,4.951,7.197,8.565
3252.0,0.099,2.594,22.789,4.907,7.202,8.578
3252.1,0.098,2.594,23.728,4.932,7.169,8.578
3252.2,0.098,2.593,23.533,4.904,7.128,8.578
3252.3,0.098,2.592,22.957,4.899,7.112,8.578
3252.4,0.098,2.591,23.427,4.963,7.132,8.578
3252.5,0.097,2.591,23.326,4.945,7.165,8.578
3252.6,0.096,2.592,22.755,4.923,7.178,8.578
3252.7,0.095,2.592,22.163,4.998,7.16,8.565
3252.8,0.095,2.592,21.968,4.999,7.131,8.547
3252.9,0.094,2.591,21.525,5.025,7.121,8.547
3253.0,0.093,2.592,20.878,5.094,7.146,8.547
3253.1,0.09,2.594,19.695,5.203,7.201,8.557
3253.2,0.089,2.597,19.204,5.331,7.271,8.573
3253.3,0.088,2.598,19.046,5.388,7.33,8.566
3253.4,0.089,2.597,19.214,5.47,7.36,8.553
3253.5,0.087,2.596,20.01,5.477,7.365,8.578
3253.6,0.086,2.596,19.431,5.535,7.359,8.578
3253.7,0.085,2.598,18.919,5.676,7.344,8.578
3253.8,0.084,2.6,18.09,5.803,7.314,8.578
3253.9,0.083,2.601,17.95,5.901,7.269,8.578
3254.0,0.083,2.601,17.76,5.974,7.236,8.578
3254.1,0.082,2.601,17.489,6.078,7.231,8.578
3254.2,0.082,2.6,17.103,6.121,7.238,8.578
3254.3,0.083,2.598,16.768,6.126,7.231,8.562
3254.4,0.082,2.597,16.404,6.113,7.212,8.547
3254.5,0.08,2.596,17.315,6.16,7.217,8.573
3254.6,0.079,2.598,17.772,6.233,7.262,8.578
3254.7,0.079,2.601,17.545,6.403,7.315,8.578
3254.8,0.079,2.605,17.938,6.512,7.338,8.578
3254.9,0.078,2.609,18.436,6.6,7.335,8.578
3255.0,0.078,2.612,18.202,6.645,7.343,8.578
3255.1,0.077,2.611,17.178,6.644,7.372,8.568
3255.2,0.079,2.609,16.126,6.618,7.389,8.547
3255.3,0.079,2.606,15.973,6.572,7.371,8.547
3255.4,0.079,2.606,16.012,6.57,7.339,8.547
3255.5,0.081,2.607,16.359,6.56,7.32,8.547
3255.6,0.082,2.608,16.211,6.529,7.312,8.547
3255.7,0.081,2.61,16.073,6.517,7.299,8.559
3255.8,0.082,2.611,15.962,6.54,7.285,8.578
3255.9,0.082,2.611,16.251,6.463,7.294,8.578
3256.0,0.082,2.611,17.201,6.366,7.342,8.57
3256.1,0.084,2.608,16.668,6.275,7.407,8.559
3256.2,0.082,2.605,16.401,6.215,7.438,8.578
3256.3,0.084,2.603,17.275,6.154,7.407,8.572
3256.4,0.087,2.602,18.06,6.084,7.343,8.547
3256.5,0.089,2.602,18.922,6.008,7.292,8.547
3256.6,0.09,2.6,19.24,5.949,7.27,8.547
3256.7,0.09,2.598,19.219,5.907,7.263,8.547
3256.8,0.09,2.595,20.601,5.875,7.247,8.547
3256.9,0.09,2.592,20.519,5.817,7.22,8.547
3257.0,0.091,2.588,20.293,5.896,7.201,8.557
3257.1,0.092,2.587,20.905,5.802,7.209,8.57
3257.2,0.096,2.589,21.274,5.706,7.244,8.547
3257.3,0.098,2.593,21.807,5.625,7.288,8.547
3257.4,0.099,2.597,22.236,5.58,7.316,8.547
3257.5,0.1,2.599,22.513,5.589,7.306,8.547
3257.6,0.101,2.597,23.719,5.452,7.245,8.547
3257.7,0.102,2.593,25.04,5.542,7.145,8.547
3257.8,0.101,2.588,25.127,5.715,7.041,8.57
3257.9,0.102,2.585,24.159,6.005,6.971,8.566
3258.0,0.103,2.585,24.719,6.163,6.964,8.578
3258.1,0.104,2.588,25.947,6.209,7.01,8.578
3258.2,0.105,2.593,27.078,6.183,7.076,8.578
3258.3,0.105,2.597,27.184,6.2,7.143,8.578
3258.4,0.104,2.601,27.503,6.166,7.207,8.578
3258.5,0.104,2.603,26.999,6.578,7.289,8.578
3258.6,0.103,2.604,27.014,6.928,7.386,8.578
3258.7,0.102,2.605,26.903,7.709,7.484,8.578
3258.8,0.1,2.605,25.19,8.172,7.564,8.578
3258.9,0.098,2.605,25.217,8.429,7.614,8.578
3259.0,0.095,2.605,24.467,8.555,7.63,8.578
3259.1,0.092,2.606,22.937,8.494,7.603,8.578
3259.2,0.09,2.605,21.389,8.353,7.523,8.578
3259.3,0.089,2.603,21.118,8.358,7.4,8.578
3259.4,0.089,2.601,21.524,8.429,7.282,8.578
3259.5,0.088,2.602,21.0,8.571,7.236,8.578
3259.6,0.087,2.604,21.251,8.627,7.269,8.578
3259.7,0.086,2.607,21.893,8.631,7.336,8.578
3259.8,0.086,2.608,22.255,8.672,7.371,8.578
3259.9,0.086,2.608,22.93,8.725,7.35,8.578
3260.0,0.086,2.609,23.294,8.731,7.303,8.578
3260.1,0.087,2.609,22.498,8.725,7.273,8.578
3260.2,0.088,2.611,23.325,8.639,7.276,8.578
3260.3,0.089,2.614,24.13,8.665,7.292,8.578
3260.4,0.09,2.617,25.18,8.899,7.294,8.578
3260.5,0.09,2.619,26.104,8.968,7.271,8.578
3260.6,0.09,2.617,27.232,8.661,7.242,8.578
3260.7,0.089,2.614,26.995,8.414,7.232,8.578
3260.8,0.088,2.612,27.521,8.165,7.249,8.578
3260.9,0.087,2.611,27.219,7.735,7.264,8.578
3261.0,0.086,2.611,25.351,7.798,7.263,8.578
3261.1,0.085,2.613,24.76,8.317,7.26,8.578
3261.2,0.084,2.617,23.604,8.944,7.273,8.578
3261.3,0.084,2.623,24.075,9.034,7.303,8.578
3261.4,0.083,2.629,24.968,8.877,7.325,8.578
3261.5,0.082,2.632,24.762,8.764,7.326,8.578
3261.6,0.081,2.632,23.941,7.874,7.317,8.578
3261.7,0.08,2.628,23.237,7.632,7.314,8.578
3261.8,0.081,2.624,23.509,8.716,7.329,8.578
3261.9,0.082,2.622,23.531,9.969,7.365,8.578
3262.0,0.083,2.624,23.603,11.441,7.411,8.578
3262.1,0.082,2.626,23.223,11.254,7.443,8.578
3262.2,0.081,2.628,23.745,9.745,7.439,8.578
3262.3,0.08,2.63,23.511,8.8,7.404,8.578
3262.4,0.077,2.631,22.843,8.289,7.373,8.578
3262.5,0.074,2.631,22.21,8.056,7.374,8.578
3262.6,0.071,2.631,20.983,8.76,7.399,8.578
3262.7,0.067,2.631,19.316,9.713,7.42,8.578
3262.8,0.064,2.632,17.387,10.583,7.446,8.578
3262.9,0.06,2.634,14.74,10.966,7.499,8.578
3263.0,0.057,2.634,13.129,10.797,7.575,8.57
3263.1,0.056,2.634,12.989,10.413,7.638,8.547
3263.2,0.054,2.634,12.422,10.439,7.667,8.547
3263.3,0.053,2.637,11.984,10.683,7.669,8.547
3263.4,0.052,2.642,12.004,10.921,7.667,8.547
3263.5,0.052,2.646,11.678,11.088,7.672,8.547
3263.6,0.049,2.651,11.642,11.185,7.68,8.57
3263.7,0.049,2.653,12.555,11.177,7.687,8.578
3263.8,0.051,2.651,11.947,11.274,7.685,8.555
3263.9,0.052,2.648,11.942,11.365,7.671,8.547
3264.0,0.05,2.643,12.395,11.292,7.642,8.572
3264.1,0.05,2.641,13.134,11.249,7.604,8.578
3264.2,0.051,2.641,13.515,11.2,7.563,8.578
3264.3,0.052,2.644,13.824,11.144,7.525,8.578
3264.4,0.054,2.646,13.997,11.13,7.492,8.578
3264.5,0.056,2.647,14.443,11.187,7.464,8.578
3264.6,0.059,2.645,15.888,11.207,7.44,8.578
3264.7,0.064,2.643,16.818,11.133,7.421,8.555
3264.8,0.065,2.641,18.044,10.944,7.414,8.57
3264.9,0.069,2.639,19.339,10.66,7.42,8.555
3265.0,0.07,2.636,19.727,10.26,7.443,8.572
3265.1,0.074,2.633,20.976,9.958,7.47,8.568
3265.2,0.077,2.631,22.812,9.773,7.479,8.555
3265.3,0.08,2.627,23.563,9.626,7.451,8.578
3265.4,0.085,2.622,25.082,9.367,7.389,8.578
3265.5,0.089,2.618,26.871,9.222,7.315,8.578
3265.6,0.087,2.614,27.757,8.846,7.247,8.578
3265.7,0.096,2.611,29.129,8.437,7.203,8.578
3265.8,0.101,2.61,30.655,7.949,7.192,8.563
3265.9,0.103,2.607,33.344,7.363,7.207,8.578
3266.0,0.105,2.605,34.921,6.999,7.227,8.578
3266.1,0.108,2.602,35.046,6.795,7.207,8.578
3266.2,0.113,2.599,36.087,6.624,7.136,8.578
3266.3,0.118,2.596,38.291,6.396,7.043,8.578
3266.4,0.124,2.593,39.477,5.855,6.984,8.578
3266.5,0.13,2.591,41.12,5.2,6.994,8.578
3266.6,0.136,2.59,41.852,4.525,7.056,8.578
3266.7,0.142,2.589,42.539,3.829,7.118,8.59
3266.8,0.146,2.584,43.429,3.386,7.138,8.625
3266.9,0.153,2.577,43.093,3.067,7.118,8.625
3267.0,0.16,2.57,44.786,3.029,7.088,8.625
3267.1,0.167,2.566,46.064,2.82,7.061,8.625
3267.2,0.173,2.565,48.832,2.492,7.037,8.625
3267.3,0.179,2.565,49.314,2.329,7.021,8.625
3267.4,0.184,2.565,49.411,2.312,7.026,8.625
3267.5,0.187,2.564,50.902,2.436,7.049,8.625
3267.6,0.188,2.562,50.721,2.553,7.082,8.625
3267.7,0.184,2.561,51.102,2.553,7.109,8.649
3267.8,0.18,2.563,49.195,2.648,7.126,8.672
3267.9,0.173,2.567,46.784,2.784,7.148,8.672
3268.0,0.162,2.572,44.436,3.093,7.175,8.672
3268.1,0.153,2.576,42.69,3.58,7.212,8.641
3268.2,0.14,2.579,38.223,3.894,7.255,8.625
3268.3,0.13,2.583,35.645,4.426,7.3,8.578
3268.4,0.119,2.587,32.579,4.926,7.342,8.578
3268.5,0.111,2.59,29.233,5.26,7.37,8.578
3268.6,0.106,2.594,27.691,5.375,7.389,8.557
3268.7,0.101,2.598,26.584,5.424,7.403,8.547
3268.8,0.095,2.603,25.755,5.508,7.399,8.578
3268.9,0.093,2.607,25.789,5.449,7.389,8.578
3269.0,0.092,2.611,26.22,5.598,7.397,8.578
3269.1,0.091,2.613,25.812,5.747,7.409,8.578
3269.2,0.09,2.613,24.286,5.86,7.389,8.578
3269.3,0.088,2.612,24.82,5.924,7.321,8.578
3269.4,0.086,2.609,24.631,5.95,7.252,8.578
3269.5,0.082,2.608,24.086,5.931,7.231,8.578
3269.6,0.079,2.612,24.045,5.896,7.264,8.578
3269.7,0.076,2.621,23.522,5.879,7.317,8.578
3269.8,0.073,2.631,23.219,5.858,7.363,8.578
3269.9,0.071,2.638,23.083,5.837,7.398,8.578
3270.0,0.069,2.641,21.649,5.819,7.439,8.578
3270.1,0.069,2.642,20.515,5.799,7.501,8.578
3270.2,0.069,2.642,20.678,5.779,7.566,8.578
3270.3,0.071,2.642,22.21,5.778,7.594,8.563
3270.4,0.073,2.64,23.381,5.719,7.552,8.578
3270.5,0.075,2.635,23.689,5.642,7.448,8.578
3270.6,0.077,2.628,24.196,5.593,7.339,8.578
3270.7,0.079,2.623,25.431,5.542,7.276,8.578
3270.8,0.082,2.621,26.757,5.449,7.273,8.578
3270.9,0.085,2.623,27.236,5.321,7.325,8.578
3271.0,0.089,2.626,28.015,5.186,7.408,8.578
3271.1,0.094,2.628,29.725,5.104,7.484,8.578
3271.2,0.098,2.628,30.216,4.838,7.524,8.578
3271.3,0.103,2.627,31.086,4.761,7.533,8.578
3271.4,0.107,2.624,32.547,4.681,7.525,8.578
3271.5,0.109,2.619,32.599,4.504,7.515,8.578
3271.6,0.107,2.614,31.226,4.502,7.497,8.625
3271.7,0.109,2.609,30.121,4.466,7.477,8.578
3271.8,0.105,2.608,28.668,4.709,7.469,8.578
3271.9,0.101,2.61,28.622,4.749,7.473,8.578
3272.0,0.096,2.615,27.847,4.883,7.478,8.578
3272.1,0.092,2.621,26.041,5.011,7.477,8.578
3272.2,0.091,2.627,23.89,5.284,7.476,8.568
3272.3,0.088,2.632,23.299,5.558,7.482,8.547
3272.4,0.086,2.636,22.442,5.915,7.481,8.547
3272.5,0.084,2.637,22.554,6.105,7.463,8.547
3272.6,0.082,2.636,21.881,6.418,7.439,8.547
3272.7,0.079,2.632,20.681,6.631,7.439,8.547
3272.8,0.076,2.628,18.295,6.87,7.477,8.547
3272.9,0.074,2.626,17.446,7.101,7.544,8.547
3273.0,0.07,2.628,17.68,7.275,7.625,8.578
3273.1,0.067,2.631,17.661,7.527,7.712,8.578
3273.2,0.064,2.635,16.28,7.683,7.77,8.578
3273.3,0.062,2.639,16.253,7.777,7.777,8.578
3273.4,0.061,2.642,14.93,7.876,7.742,8.578
3273.5,0.06,2.643,14.168,7.923,7.711,8.578
3273.6,0.059,2.643,13.57,7.95,7.723,8.578
3273.7,0.057,2.641,13.815,8.005,7.784,8.578
3273.8,0.056,2.639,14.424,8.016,7.863,8.578
3273.9,0.056,2.64,14.244,8.069,7.923,8.568
3274.0,0.054,2.643,14.057,8.154,7.923,8.578
3274.1,0.054,2.648,14.541,8.161,7.864,8.578
3274.2,0.054,2.651,15.488,8.169,7.766,8.578
3274.3,0.054,2.651,14.22,8.198,7.668,8.578
3274.4,0.054,2.649,13.853,8.208,7.589,8.578
3274.5,0.054,2.646,14.595,8.192,7.537,8.578
3274.6,0.055,2.646,15.024,8.191,7.516,8.578
3274.7,0.057,2.646,17.023,8.188,7.525,8.578
3274.8,0.058,2.646,17.064,8.19,7.551,8.578
3274.9,0.06,2.647,17.05,8.131,7.586,8.578
3275.0,0.061,2.648,16.89,8.097,7.62,8.578
3275.1,0.061,2.648,16.006,8.033,7.64,8.578
3275.2,0.061,2.646,17.095,8.001,7.63,8.578
3275.3,0.061,2.645,17.466,7.868,7.599,8.578
3275.4,0.061,2.645,17.294,7.803,7.596,8.578
3275.5,0.061,2.646,17.452,7.786,7.619,8.578
3275.6,0.06,2.646,16.785,7.848,7.635,8.578
3275.7,0.06,2.643,16.118,7.726,7.65,8.578
3275.8,0.059,2.639,16.814,7.632,7.684,8.562
3275.9,0.06,2.637,16.49,7.716,7.737,8.556
3276.0,0.06,2.638,15.777,7.689,7.767,8.557
3276.1,0.058,2.641,15.975,7.693,7.737,8.574
3276.2,0.059,2.644,15.446,7.631,7.653,8.578
3276.3,0.061,2.646,15.331,7.605,7.575,8.578
3276.4,0.065,2.645,15.733,7.561,7.561,8.547
3276.5,0.067,2.643,17.59,7.406,7.577,8.547
3276.6,0.069,2.642,18.781,7.295,7.594,8.547
3276.7,0.07,2.641,18.913,7.169,7.605,8.547
3276.8,0.071,2.64,19.963,7.17,7.611,8.547
3276.9,0.072,2.64,21.69,7.123,7.618,8.547
3277.0,0.073,2.642,21.996,7.062,7.633,8.547
3277.1,0.073,2.645,21.35,7.073,7.657,8.547
3277.2,0.073,2.646,21.154,6.953,7.686,8.562
3277.3,0.072,2.645,20.764,6.951,7.693,8.547
3277.4,0.072,2.644,19.804,6.941,7.681,8.547
3277.5,0.071,2.643,18.867,6.921,7.664,8.547
3277.6,0.071,2.644,19.279,6.885,7.657,8.547
3277.7,0.068,2.644,20.488,6.914,7.665,8.568
3277.8,0.069,2.642,19.673,6.972,7.673,8.547
3277.9,0.066,2.64,18.965,6.973,7.667,8.563
3278.0,0.067,2.639,19.032,6.916,7.644,8.568
3278.1,0.067,2.641,18.619,6.885,7.615,8.547
3278.2,0.068,2.643,17.308,6.876,7.589,8.547
3278.3,0.068,2.644,18.025,6.866,7.59,8.547
3278.4,0.069,2.644,18.588,6.827,7.641,8.547
3278.5,0.07,2.643,18.559,6.851,7.743,8.547
3278.6,0.07,2.643,17.518,6.872,7.844,8.547
3278.7,0.07,2.643,18.067,6.903,7.884,8.547
3278.8,0.071,2.642,18.94,6.948,7.838,8.547
3278.9,0.072,2.641,19.982,6.779,7.738,8.547
3279.0,0.071,2.64,19.733,6.762,7.64,8.563
3279.1,0.071,2.64,21.327,6.752,7.583,8.578
3279.2,0.073,2.64,21.75,6.803,7.577,8.557
3279.3,0.073,2.643,21.974,6.641,7.606,8.563
3279.4,0.071,2.645,21.868,6.572,7.633,8.563
3279.5,0.073,2.645,22.695,6.731,7.628,8.578
3279.6,0.075,2.642,22.953,6.943,7.59,8.557
3279.7,0.076,2.639,22.264,6.812,7.551,8.578
3279.8,0.077,2.636,22.399,6.592,7.533,8.578
3279.9,0.078,2.634,22.631,6.765,7.534,8.578
3280.0,0.08,2.636,23.024,6.574,7.525,8.578
3280.1,0.081,2.639,23.647,6.275,7.502,8.578
3280.2,0.082,2.641,23.654,6.099,7.49,8.578
3280.3,0.083,2.64,24.28,6.07,7.522,8.578
3280.4,0.085,2.634,24.586,6.124,7.576,8.578
3280.5,0.086,2.627,24.81,6.105,7.615,8.578
3280.6,0.088,2.624,26.144,5.983,7.618,8.578
3280.7,0.089,2.623,25.536,5.951,7.596,8.578
3280.8,0.089,2.622,25.215,5.926,7.56,8.578
3280.9,0.088,2.622,24.1,5.783,7.517,8.578
3281.0,0.087,2.623,24.335,5.845,7.471,8.578
3281.1,0.084,2.623,21.938,5.735,7.432,8.578
3281.2,0.082,2.624,20.251,5.759,7.429,8.578
3281.3,0.08,2.627,20.35,5.73,7.496,8.578
3281.4,0.081,2.63,21.083,5.735,7.626,8.563
3281.5,0.078,2.631,21.014,5.787,7.771,8.578
3281.6,0.078,2.632,20.68,5.827,7.866,8.578
3281.7,0.078,2.632,20.465,5.849,7.867,8.562
3281.8,0.08,2.632,19.273,5.858,7.8,8.547
3281.9,0.08,2.632,19.126,5.766,7.722,8.562
3282.0,0.081,2.631,19.798,5.743,7.657,8.547
3282.1,0.082,2.629,19.197,5.722,7.597,8.547
3282.2,0.083,2.627,19.215,5.661,7.536,8.547
3282.3,0.085,2.625,21.434,5.657,7.482,8.547
3282.4,0.087,2.623,21.584,5.663,7.454,8.547
3282.5,0.088,2.622,22.784,5.632,7.457,8.562
3282.6,0.089,2.623,23.423,5.541,7.478,8.557
3282.7,0.089,2.624,23.966,5.503,7.504,8.578
3282.8,0.092,2.625,23.836,5.619,7.53,8.563
3282.9,0.09,2.626,24.193,5.494,7.547,8.563
3283.0,0.09,2.625,25.124,5.465,7.551,8.578
3283.1,0.089,2.625,24.568,5.549,7.546,8.578
3283.2,0.088,2.625,24.098,5.749,7.533,8.578
3283.3,0.087,2.624,24.24,5.77,7.519,8.578
3283.4,0.085,2.622,23.749,5.852,7.515,8.578
3283.5,0.082,2.621,22.837,5.956,7.533,8.578
3283.6,0.079,2.622,20.874,5.976,7.57,8.578
3283.7,0.078,2.626,19.335,6.001,7.61,8.563
3283.8,0.077,2.629,17.424,6.067,7.639,8.563
3283.9,0.073,2.631,16.334,6.151,7.648,8.578
3284.0,0.074,2.633,15.622,6.191,7.627,8.563
3284.1,0.071,2.633,15.29,6.299,7.578,8.578
3284.2,0.073,2.633,15.171,6.325,7.514,8.562
3284.3,0.073,2.632,15.47,6.326,7.454,8.547
3284.4,0.071,2.63,15.461,6.35,7.43,8.563
3284.5,0.071,2.629,15.534,6.348,7.47,8.578
3284.6,0.073,2.629,15.455,6.312,7.554,8.553
3284.7,0.071,2.628,15.828,6.348,7.63,8.57
3284.8,0.074,2.626,15.903,6.357,7.648,8.547
3284.9,0.075,2.625,16.873,6.366,7.628,8.547
3285.0,0.076,2.625,17.82,6.414,7.619,8.555
3285.1,0.075,2.627,18.774,6.467,7.648,8.578
3285.2,0.075,2.631,19.292,6.43,7.692,8.578
3285.3,0.076,2.635,19.898,6.411,7.71,8.578
3285.4,0.077,2.638,20.841,6.557,7.69,8.578
3285.5,0.078,2.641,20.914,6.494,7.649,8.578
3285.6,0.079,2.641,21.033,6.511,7.595,8.563
3285.7,0.079,2.641,21.786,6.427,7.546,8.578
3285.8,0.078,2.641,21.922,6.504,7.501,8.578
3285.9,0.078,2.64,21.966,6.607,7.47,8.578
3286.0,0.078,2.638,21.618,6.692,7.458,8.578
3286.1,0.079,2.636,21.062,6.752,7.481,8.578
3286.2,0.079,2.636,20.469,6.812,7.558,8.562
3286.3,0.077,2.636,19.102,6.872,7.661,8.547
3286.4,0.074,2.639,19.031,7.13,7.726,8.547
3286.5,0.073,2.641,20.135,7.07,7.705,8.547
3286.6,0.072,2.643,20.201,7.031,7.603,8.547
3286.7,0.071,2.643,20.577,7.075,7.487,8.547
3286.8,0.07,2.644,20.917,7.1,7.426,8.578
3286.9,0.072,2.644,20.982,7.07,7.442,8.557
3287.0,0.072,2.644,21.532,6.972,7.512,8.557
3287.1,0.072,2.643,21.665,6.897,7.604,8.578
3287.2,0.073,2.641,21.919,6.955,7.685,8.578
3287.3,0.074,2.641,22.352,7.012,7.727,8.578
3287.4,0.075,2.641,22.558,6.857,7.719,8.578
3287.5,0.075,2.641,22.76,6.827,7.712,8.578
3287.6,0.075,2.642,21.281,6.996,7.711,8.578
3287.7,0.076,2.643,20.618,6.964,7.722,8.568
3287.8,0.075,2.642,20.401,6.941,7.718,8.547
3287.9,0.074,2.64,19.798,7.017,7.674,8.547
3288.0,0.072,2.639,18.998,6.959,7.595,8.562
3288.1,0.071,2.64,19.247,7.06,7.531,8.547
3288.2,0.07,2.642,19.715,7.188,7.524,8.563
3288.3,0.07,2.642,19.211,7.083,7.556,8.578
3288.4,0.07,2.638,19.553,7.113,7.585,8.578
3288.5,0.07,2.633,19.476,7.01,7.584,8.578
3288.6,0.07,2.629,18.328,7.035,7.572,8.578
3288.7,0.069,2.629,17.75,7.035,7.579,8.578
3288.8,0.069,2.632,17.295,7.026,7.592,8.568
3288.9,0.069,2.636,17.602,7.028,7.583,8.568
3289.0,0.07,2.639,17.766,7.066,7.563,8.547
3289.1,0.068,2.641,17.361,7.098,7.563,8.547
3289.2,0.066,2.642,18.011,7.16,7.597,8.578
3289.3,0.066,2.64,18.231,7.12,7.641,8.578
3289.4,0.066,2.636,17.553,7.105,7.669,8.578
3289.5,0.066,2.633,17.385,7.109,7.696,8.578
3289.6,0.066,2.633,17.395,7.144,7.74,8.578
3289.7,0.066,2.635,17.55,7.066,7.8,8.578
3289.8,0.067,2.637,17.853,6.968,7.836,8.578
3289.9,0.067,2.639,17.743,6.95,7.831,8.578
3290.0,0.067,2.64,19.068,6.97,7.804,8.578
3290.1,0.067,2.642,18.912,6.921,7.774,8.578
3290.2,0.067,2.645,18.075,6.823,7.742,8.578
3290.3,0.069,2.646,18.805,6.81,7.695,8.563
3290.4,0.069,2.644,17.892,6.789,7.621,8.562
3290.5,0.07,2.64,17.833,6.637,7.533,8.547
3290.6,0.071,2.636,17.039,6.638,7.456,8.547
3290.7,0.074,2.635,18.533,6.521,7.421,8.547
3290.8,0.078,2.635,19.576,6.287,7.439,8.547
3290.9,0.079,2.635,22.668,6.171,7.49,8.578
3291.0,0.081,2.636,22.876,6.127,7.559,8.578
3291.1,0.081,2.636,23.407,6.061,7.625,8.578
3291.2,0.08,2.635,22.386,6.149,7.669,8.578
3291.3,0.079,2.632,22.724,6.063,7.686,8.578
3291.4,0.078,2.632,22.846,5.974,7.683,8.578
3291.5,0.078,2.635,22.113,6.067,7.687,8.578
3291.6,0.078,2.639,21.202,6.31,7.69,8.578
3291.7,0.078,2.642,22.28,6.29,7.69,8.578
3291.8,0.078,2.641,20.933,6.248,7.696,8.578
3291.9,0.078,2.639,20.177,6.286,7.689,8.578
3292.0,0.078,2.637,20.724,6.062,7.66,8.578
3292.1,0.077,2.636,21.379,5.847,7.618,8.578
3292.2,0.075,2.637,21.192,5.909,7.588,8.578
3292.3,0.073,2.638,19.589,6.016,7.586,8.578
3292.4,0.071,2.64,18.166,6.237,7.605,8.578
3292.5,0.068,2.642,17.432,6.277,7.631,8.578
3292.6,0.067,2.643,16.751,6.283,7.644,8.578
3292.7,0.066,2.643,16.611,6.299,7.64,8.578
3292.8,0.068,2.643,16.049,6.314,7.632,8.547
3292.9,0.068,2.643,15.733,6.333,7.635,8.547
3293.0,0.066,2.645,15.521,6.311,7.655,8.578
3293.1,0.067,2.646,14.819,6.289,7.669,8.59
3293.2,0.066,2.646,16.13,6.282,7.661,8.625
3293.3,0.068,2.645,18.067,6.332,7.638,8.611
3293.4,0.074,2.643,19.35,6.37,7.607,8.578
3293.5,0.077,2.641,21.63,6.364,7.568,8.578
3293.6,0.079,2.641,22.355,6.25,7.545,8.578
3293.7,0.08,2.641,23.342,6.09,7.54,8.578
3293.8,0.079,2.64,24.927,6.043,7.543,8.578
3293.9,0.078,2.638,24.623,6.055,7.546,8.578
3294.0,0.077,2.637,23.351,6.072,7.543,8.578
3294.1,0.076,2.638,22.893,6.051,7.54,8.578
3294.2,0.075,2.64,23.838,5.99,7.549,8.578
3294.3,0.075,2.643,24.034,5.996,7.572,8.578
3294.4,0.076,2.646,23.577,6.007,7.603,8.578
3294.5,0.077,2.647,23.086,6.089,7.617,8.578
3294.6,0.079,2.644,23.582,5.954,7.57,8.578
3294.7,0.081,2.638,24.55,5.706,7.47,8.578
3294.8,0.084,2.634,25.252,5.511,7.399,8.601
3294.9,0.088,2.632,27.353,5.371,7.387,8.578
3295.0,0.093,2.63,28.662,5.268,7.395,8.578
3295.1,0.097,2.628,31.313,5.183,7.395,8.578
3295.2,0.101,2.627,30.985,5.015,7.37,8.578
3295.3,0.104,2.629,31.233,4.845,7.335,8.578
3295.4,0.105,2.631,33.5,4.705,7.303,8.578
3295.5,0.103,2.631,33.178,4.552,7.284,8.578
3295.6,0.101,2.631,30.263,4.417,7.288,8.578
3295.7,0.099,2.632,30.411,4.404,7.331,8.578
3295.8,0.097,2.634,29.873,4.561,7.419,8.578
3295.9,0.097,2.636,27.865,4.564,7.518,8.578
3296.0,0.097,2.636,26.149,4.669,7.578,8.597
