DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
3784.6,0.164,2.183,16.391,84.839,4.381,8.625
3784.7,0.164,2.182,17.075,84.667,4.397,8.625
3784.8,0.164,2.177,19.229,85.37,4.391,8.625
3784.9,0.164,2.171,17.115,86.254,4.373,8.625
3785.0,0.163,2.167,16.35,83.975,4.357,8.625
3785.1,0.163,2.167,17.171,84.581,4.351,8.625
3785.2,0.164,2.168,17.582,85.006,4.344,8.625
3785.3,0.165,2.17,17.051,81.955,4.332,8.625
3785.4,0.165,2.17,17.383,81.79,4.328,8.625
3785.5,0.165,2.168,18.112,81.064,4.338,8.625
3785.6,0.164,2.166,17.256,82.281,4.353,8.625
3785.7,0.162,2.164,17.528,80.344,4.36,8.625
3785.8,0.162,2.164,17.135,81.792,4.36,8.625
3785.9,0.162,2.164,16.169,81.794,4.374,8.625
3786.0,0.16,2.166,16.825,82.646,4.413,8.625
3786.1,0.156,2.168,17.26,85.366,4.47,8.625
3786.2,0.154,2.17,16.673,84.842,4.517,8.625
3786.3,0.154,2.172,17.158,85.722,4.525,8.625
3786.4,0.155,2.173,17.661,85.37,4.492,8.625
3786.5,0.156,2.174,17.178,86.17,4.438,8.625
3786.6,0.158,2.176,17.638,85.723,4.395,8.625
3786.7,0.161,2.181,17.952,85.724,4.382,8.625
3786.8,0.167,2.186,17.269,86.084,4.402,8.601
3786.9,0.169,2.185,16.614,87.351,4.442,8.578
3787.0,0.17,2.179,15.909,86.263,4.463,8.578
3787.1,0.168,2.17,15.904,85.371,4.428,8.578
3787.2,0.17,2.162,17.692,86.623,4.327,8.531
3787.3,0.166,2.155,17.954,86.983,4.201,8.461
3787.4,0.165,2.152,16.548,85.717,4.105,8.422
3787.5,0.164,2.154,17.313,83.715,4.06,8.422
3787.6,0.164,2.158,18.264,82.787,4.059,8.422
3787.7,0.164,2.163,16.922,83.117,4.092,8.438
3787.8,0.164,2.166,15.982,81.466,4.169,8.469
3787.9,0.163,2.166,15.114,81.879,4.286,8.521
3788.0,0.163,2.166,16.713,81.626,4.411,8.578
3788.1,0.164,2.167,16.902,80.818,4.492,8.578
3788.2,0.163,2.168,16.436,80.506,4.501,8.625
3788.3,0.165,2.168,17.088,79.392,4.455,8.625
3788.4,0.17,2.168,18.245,77.57,4.395,8.594
3788.5,0.166,2.166,18.487,77.716,4.341,8.625
3788.6,0.167,2.164,16.475,76.467,4.296,8.578
3788.7,0.165,2.162,16.455,75.957,4.253,8.578
3788.8,0.165,2.16,16.653,75.388,4.208,8.578
3788.9,0.166,2.159,16.484,75.53,4.169,8.578
3789.0,0.167,2.159,16.978,75.534,4.14,8.578
3789.1,0.167,2.159,16.479,74.822,4.128,8.578
3789.2,0.166,2.16,16.411,73.994,4.141,8.578
3789.3,0.164,2.161,16.542,74.402,4.176,8.578
3789.4,0.163,2.162,16.023,73.049,4.212,8.578
3789.5,0.16,2.165,17.058,72.376,4.242,8.625
3789.6,0.163,2.169,18.172,71.848,4.27,8.625
3789.7,0.166,2.173,19.62,70.32,4.307,8.625
3789.8,0.167,2.176,19.654,70.826,4.346,8.625
3789.9,0.167,2.177,19.733,71.992,4.369,8.625
3790.0,0.165,2.179,19.969,73.855,4.373,8.625
3790.1,0.163,2.183,19.182,73.723,4.362,8.625
3790.2,0.164,2.189,18.552,75.105,4.351,8.625
3790.3,0.165,2.197,19.188,74.97,4.348,8.625
3790.4,0.166,2.203,18.346,76.825,4.358,8.625
3790.5,0.168,2.205,18.106,75.097,4.38,8.578
3790.6,0.165,2.203,18.686,71.456,4.406,8.578
3790.7,0.163,2.199,18.91,68.948,4.43,8.609
3790.8,0.162,2.198,19.625,64.945,4.444,8.578
3790.9,0.163,2.2,20.09,69.5,4.434,8.578
3791.0,0.165,2.205,18.174,74.554,4.392,8.578
3791.1,0.164,2.21,16.344,77.566,4.342,8.625
3791.2,0.168,2.213,15.963,76.246,4.318,8.578
3791.3,0.163,2.213,15.863,75.801,4.326,8.602
3791.4,0.163,2.212,16.97,70.694,4.344,8.594
3791.5,0.157,2.21,17.293,68.013,4.351,8.625
3791.6,0.158,2.207,17.224,72.377,4.342,8.578
3791.7,0.156,2.204,17.544,72.382,4.325,8.594
3791.8,0.153,2.201,17.687,73.995,4.31,8.625
3791.9,0.154,2.198,16.486,74.897,4.312,8.625
3792.0,0.16,2.196,16.019,75.531,4.34,8.625
3792.1,0.163,2.196,16.456,75.958,4.379,8.578
3792.2,0.164,2.197,16.184,75.672,4.395,8.578
3792.3,0.163,2.198,16.1,75.385,4.378,8.578
3792.4,0.162,2.198,15.352,74.407,4.337,8.578
3792.5,0.159,2.195,14.489,72.782,4.277,8.578
3792.6,0.158,2.19,13.834,75.104,4.205,8.578
3792.7,0.16,2.183,14.13,74.545,4.152,8.578
3792.8,0.162,2.178,14.952,74.409,4.15,8.578
3792.9,0.163,2.178,14.807,75.316,4.197,8.578
3793.0,0.164,2.18,15.875,75.104,4.266,8.578
3793.1,0.162,2.184,15.828,74.547,4.345,8.594
3793.2,0.163,2.188,15.346,75.247,4.419,8.625
3793.3,0.163,2.19,16.331,75.388,4.463,8.625
3793.4,0.165,2.19,16.335,75.46,4.461,8.578
3793.5,0.163,2.189,16.107,75.816,4.426,8.578
3793.6,0.16,2.186,16.133,76.102,4.386,8.578
3793.7,0.156,2.184,16.442,75.672,4.364,8.609
3793.8,0.155,2.182,15.743,75.534,4.347,8.625
3793.9,0.156,2.181,16.112,77.051,4.317,8.625
3794.0,0.161,2.181,14.924,76.686,4.277,8.578
3794.1,0.162,2.181,15.545,77.569,4.246,8.578
3794.2,0.162,2.183,15.54,77.126,4.244,8.578
3794.3,0.158,2.185,15.421,77.717,4.272,8.625
3794.4,0.158,2.187,15.386,76.832,4.309,8.578
3794.5,0.157,2.19,14.595,76.978,4.325,8.578
3794.6,0.154,2.192,15.347,77.27,4.31,8.594
3794.7,0.155,2.192,14.442,76.394,4.288,8.625
3794.8,0.156,2.191,14.259,76.975,4.276,8.625
3794.9,0.163,2.188,13.875,76.173,4.28,8.547
3795.0,0.16,2.185,14.387,75.532,4.295,8.578
3795.1,0.167,2.184,16.277,76.249,4.311,8.609
3795.2,0.166,2.186,15.969,76.828,4.322,8.609
3795.3,0.17,2.192,15.355,76.103,4.32,8.578
3795.4,0.169,2.197,14.189,76.248,4.304,8.578
3795.5,0.163,2.201,14.074,75.961,4.281,8.625
3795.6,0.162,2.201,14.577,76.829,4.264,8.609
3795.7,0.155,2.199,15.495,76.251,4.253,8.609
3795.8,0.156,2.195,15.025,77.572,4.252,8.578
3795.9,0.153,2.191,14.891,78.478,4.262,8.625
3796.0,0.157,2.188,14.945,78.324,4.273,8.578
3796.1,0.158,2.186,14.752,79.086,4.269,8.578
3796.2,0.157,2.185,13.973,78.478,4.252,8.609
3796.3,0.162,2.184,14.402,80.022,4.231,8.578
3796.4,0.165,2.183,15.709,79.475,4.214,8.578
3796.5,0.166,2.182,15.846,78.78,4.211,8.578
3796.6,0.167,2.18,13.589,78.937,4.224,8.578
3796.7,0.166,2.178,13.0,80.34,4.24,8.578
3796.8,0.165,2.176,13.47,80.183,4.238,8.578
3796.9,0.163,2.176,13.592,80.74,4.214,8.578
3797.0,0.161,2.177,12.592,81.141,4.197,8.578
3797.1,0.157,2.179,12.614,81.297,4.223,8.602
3797.2,0.155,2.182,12.818,79.248,4.296,8.625
3797.3,0.152,2.184,12.819,81.302,4.371,8.625
3797.4,0.149,2.186,13.083,80.98,4.4,8.625
3797.5,0.146,2.186,13.87,80.982,4.366,8.625
3797.6,0.144,2.184,12.581,81.791,4.294,8.625
3797.7,0.145,2.181,12.814,81.465,4.224,8.594
3797.8,0.146,2.177,14.048,81.466,4.179,8.578
3797.9,0.15,2.175,14.369,81.791,4.168,8.578
3798.0,0.152,2.175,13.792,81.303,4.19,8.594
3798.1,0.158,2.177,15.097,81.304,4.235,8.625
3798.2,0.162,2.179,14.786,81.792,4.291,8.625
3798.3,0.164,2.182,13.626,81.789,4.338,8.625
3798.4,0.164,2.185,15.086,80.895,4.359,8.625
3798.5,0.162,2.187,15.477,79.554,4.349,8.625
3798.6,0.161,2.189,16.288,79.705,4.307,8.625
3798.7,0.159,2.189,16.303,78.323,4.256,8.625
3798.8,0.158,2.187,15.983,78.624,4.221,8.625
3798.9,0.158,2.185,16.338,77.498,4.22,8.625
3799.0,0.159,2.185,16.545,75.815,4.249,8.625
3799.1,0.16,2.187,17.661,75.668,4.282,8.625
3799.2,0.16,2.19,18.023,74.266,4.305,8.625
3799.3,0.159,2.194,19.123,73.582,4.323,8.625
3799.4,0.158,2.197,17.571,73.175,4.334,8.625
3799.5,0.157,2.198,15.258,72.374,4.328,8.625
3799.6,0.156,2.198,16.784,71.334,4.302,8.625
3799.7,0.156,2.197,16.625,71.076,4.279,8.625
3799.8,0.157,2.197,16.916,70.319,4.292,8.625
3799.9,0.159,2.2,16.73,70.509,4.341,8.625
3800.0,0.161,2.204,17.637,69.083,4.394,8.625
3800.1,0.161,2.209,18.129,69.815,4.416,8.625
3800.2,0.16,2.21,17.345,68.476,4.389,8.625
3800.3,0.158,2.208,16.217,68.0,4.342,8.625
3800.4,0.156,2.207,15.434,67.763,4.317,8.625
3800.5,0.159,2.208,15.536,66.606,4.337,8.578
3800.6,0.161,2.212,16.073,66.493,4.385,8.578
3800.7,0.159,2.215,16.612,66.721,4.407,8.609
3800.8,0.16,2.215,17.452,66.834,4.384,8.625
3800.9,0.16,2.212,17.161,66.379,4.336,8.625
3801.0,0.162,2.209,16.853,65.817,4.298,8.578
3801.1,0.159,2.206,16.077,66.266,4.294,8.602
3801.2,0.161,2.203,16.813,66.265,4.31,8.594
3801.3,0.16,2.199,15.862,66.041,4.328,8.578
3801.4,0.156,2.195,16.417,66.156,4.341,8.625
3801.5,0.159,2.191,17.368,66.838,4.352,8.578
3801.6,0.16,2.188,16.418,67.763,4.373,8.578
3801.7,0.161,2.189,17.983,67.064,4.398,8.578
3801.8,0.163,2.193,18.083,66.265,4.404,8.578
3801.9,0.162,2.197,17.01,65.824,4.377,8.625
3802.0,0.167,2.198,16.462,68.359,4.326,8.578
3802.1,0.164,2.195,14.319,68.841,4.287,8.602
3802.2,0.162,2.191,14.952,69.695,4.281,8.625
3802.3,0.164,2.187,16.569,69.445,4.306,8.578
3802.4,0.16,2.186,16.069,67.821,4.343,8.625
3802.5,0.163,2.188,14.851,66.382,4.371,8.609
3802.6,0.16,2.19,16.205,67.533,4.387,8.602
3802.7,0.16,2.192,16.208,68.239,4.393,8.625
3802.8,0.162,2.192,16.193,68.358,4.395,8.578
3802.9,0.161,2.193,16.339,68.475,4.396,8.578
3803.0,0.157,2.197,15.431,67.646,4.407,8.594
3803.1,0.158,2.202,15.426,67.179,4.448,8.625
3803.2,0.16,2.207,15.685,66.38,4.519,8.625
3803.3,0.163,2.21,15.223,66.726,4.59,8.625
3803.4,0.166,2.212,14.205,68.675,4.618,8.625
3803.5,0.166,2.213,14.579,69.819,4.578,8.625
3803.6,0.164,2.214,14.376,69.698,4.48,8.625
3803.7,0.161,2.213,15.028,70.696,4.368,8.625
3803.8,0.161,2.212,15.404,70.444,4.27,8.625
3803.9,0.156,2.21,15.933,70.636,4.189,8.594
3804.0,0.156,2.207,16.507,71.722,4.117,8.625
3804.1,0.156,2.202,16.018,71.595,4.061,8.625
3804.2,0.156,2.199,15.796,72.377,4.041,8.625
3804.3,0.159,2.199,15.887,72.112,4.071,8.578
3804.4,0.159,2.201,14.51,71.271,4.142,8.578
3804.5,0.159,2.201,14.907,70.571,4.22,8.578
3804.6,0.157,2.2,15.624,70.947,4.268,8.625
3804.7,0.158,2.197,14.937,69.819,4.278,8.625
3804.8,0.16,2.195,14.508,69.817,4.275,8.625
3804.9,0.161,2.193,14.514,68.959,4.286,8.625
3805.0,0.166,2.192,13.629,68.957,4.311,8.594
3805.1,0.166,2.19,14.36,68.121,4.328,8.578
3805.2,0.165,2.189,15.232,68.477,4.312,8.578
3805.3,0.16,2.187,14.486,68.474,4.264,8.625
3805.4,0.159,2.185,13.99,67.413,4.21,8.625
3805.5,0.158,2.183,14.932,66.833,4.175,8.625
3805.6,0.157,2.185,15.277,66.04,4.178,8.625
3805.7,0.157,2.189,15.513,65.925,4.209,8.625
3805.8,0.156,2.192,14.942,64.713,4.241,8.625
3805.9,0.159,2.194,14.67,64.174,4.253,8.609
3806.0,0.158,2.193,14.668,63.327,4.249,8.578
3806.1,0.159,2.19,14.95,62.096,4.251,8.578
3806.2,0.16,2.189,15.65,61.595,4.266,8.578
3806.3,0.161,2.189,15.317,61.098,4.288,8.578
3806.4,0.158,2.189,13.97,59.882,4.309,8.594
3806.5,0.159,2.19,13.566,58.364,4.327,8.594
3806.6,0.155,2.19,12.591,58.005,4.343,8.625
3806.7,0.156,2.189,13.182,58.27,4.345,8.625
3806.8,0.157,2.19,13.704,56.513,4.326,8.625
3806.9,0.158,2.192,14.111,55.999,4.301,8.625
3807.0,0.157,2.194,14.239,54.84,4.302,8.625
3807.1,0.156,2.197,15.273,54.517,4.337,8.625
3807.2,0.155,2.2,15.042,54.755,4.384,8.625
3807.3,0.158,2.205,15.772,53.441,4.408,8.609
3807.4,0.157,2.211,17.256,50.657,4.397,8.602
3807.5,0.159,2.216,17.198,52.41,4.378,8.625
3807.6,0.163,2.219,16.179,52.715,4.38,8.578
3807.7,0.159,2.218,16.569,53.183,4.399,8.625
3807.8,0.157,2.214,15.39,56.425,4.403,8.625
3807.9,0.155,2.21,14.931,60.238,4.372,8.625
3808.0,0.155,2.205,15.625,63.447,4.325,8.625
3808.1,0.156,2.202,15.718,67.524,4.292,8.625
3808.2,0.157,2.199,15.638,65.222,4.287,8.625
3808.3,0.157,2.199,14.402,90.037,4.304,8.625
3808.4,0.159,2.2,14.194,113.494,4.328,8.601
3808.5,0.158,2.204,14.307,106.233,4.365,8.578
3808.6,0.157,2.21,13.402,92.963,4.421,8.578
3808.7,0.154,2.22,13.847,76.063,4.502,8.625
3808.8,0.154,2.232,14.163,61.804,4.617,8.625
3808.9,0.157,2.25,14.798,51.856,4.813,8.601
3809.0,0.157,2.276,14.47,41.198,5.15,8.578
3809.1,0.158,2.317,15.343,35.083,5.647,8.578
3809.2,0.158,2.372,16.651,212.165,6.254,8.578
3809.3,0.153,2.44,19.424,62115.047,6.91,8.641
3809.4,0.153,2.521,22.836,43.153,7.572,8.672
3809.5,0.158,2.613,25.448,8.38,8.19,8.641
3809.6,0.162,2.71,30.075,2.429,8.715,8.625
3809.7,0.169,2.801,36.83,1.455,9.116,8.625
3809.8,0.178,2.875,41.207,2.129,9.472,8.672
3809.9,0.198,2.929,44.113,2.595,9.896,8.672
3810.0,0.225,2.966,42.706,0.67,10.39,8.703
3810.1,0.261,2.995,41.718,0.209,10.798,8.703
3810.2,0.299,3.025,45.443,0.14,10.918,8.703
3810.3,0.329,3.055,46.806,0.177,10.691,8.682
3810.4,0.353,3.07,49.752,0.792,10.256,8.703
3810.5,0.37,3.052,51.431,1.38,9.79,8.703
3810.6,0.377,3.006,53.554,2.142,9.403,8.703
3810.7,0.378,2.955,56.371,2.913,9.129,8.672
3810.8,0.373,2.919,56.434,3.985,8.924,8.672
3810.9,0.371,2.896,58.535,5.232,8.775,8.672
3811.0,0.375,2.871,61.242,5.048,8.649,8.672
3811.1,0.374,2.836,65.316,2.721,8.51,8.75
3811.2,0.372,2.793,67.883,2.807,8.347,8.75
3811.3,0.369,2.749,67.643,2.61,8.16,8.75
3811.4,0.368,2.705,67.906,2.625,7.96,8.75
3811.5,0.372,2.664,71.981,2.887,7.757,8.703
3811.6,0.37,2.631,74.275,3.266,7.564,8.703
3811.7,0.365,2.608,73.903,3.467,7.387,8.672
3811.8,0.359,2.587,73.168,3.305,7.193,8.672
3811.9,0.357,2.563,72.912,3.195,6.956,8.672
3812.0,0.354,2.537,69.763,3.263,6.699,8.703
3812.1,0.347,2.513,68.007,3.311,6.486,8.703
3812.2,0.338,2.5,66.1,3.494,6.375,8.672
3812.3,0.329,2.5,69.11,3.774,6.353,8.672
3812.4,0.325,2.51,68.325,4.015,6.385,8.672
3812.5,0.323,2.524,64.289,3.921,6.443,8.672
3812.6,0.324,2.535,61.031,3.592,6.532,8.672
3812.7,0.324,2.538,59.09,3.441,6.668,8.703
3812.8,0.328,2.531,58.943,3.424,6.856,8.703
3812.9,0.333,2.524,55.975,3.237,7.099,8.703
3813.0,0.336,2.524,54.426,3.143,7.398,8.703
3813.1,0.339,2.533,53.671,2.996,7.721,8.75
3813.2,0.342,2.55,52.571,2.887,8.004,8.703
3813.3,0.348,2.572,55.219,3.027,8.191,8.703
3813.4,0.354,2.598,56.643,3.143,8.26,8.75
3813.5,0.359,2.622,54.056,3.102,8.228,8.75
3813.6,0.361,2.639,53.933,3.206,8.141,8.771
3813.7,0.357,2.644,55.825,3.354,8.051,8.75
3813.8,0.353,2.642,57.887,3.322,8.011,8.781
3813.9,0.355,2.637,60.124,3.537,8.038,8.781
3814.0,0.359,2.633,58.863,3.375,8.12,8.781
3814.1,0.364,2.631,58.327,3.498,8.224,8.781
3814.2,0.369,2.634,57.53,3.678,8.3,8.75
3814.3,0.369,2.643,58.763,3.905,8.329,8.738
3814.4,0.368,2.654,59.379,4.143,8.31,8.715
3814.5,0.361,2.66,59.663,4.34,8.262,8.703
3814.6,0.355,2.66,61.248,4.678,8.214,8.703
3814.7,0.354,2.661,61.519,4.59,8.177,8.672
3814.8,0.356,2.664,58.672,4.42,8.135,8.672
3814.9,0.36,2.67,59.088,4.301,8.089,8.672
3815.0,0.362,2.678,58.549,4.333,8.063,8.696
3815.1,0.359,2.688,57.752,4.313,8.087,8.761
3815.2,0.351,2.702,55.819,4.439,8.16,8.793
3815.3,0.348,2.715,54.694,4.574,8.23,8.781
3815.4,0.342,2.724,55.337,4.86,8.244,8.781
3815.5,0.345,2.73,54.921,5.037,8.21,8.699
3815.6,0.344,2.737,52.482,5.11,8.188,8.672
3815.7,0.348,2.748,52.136,5.322,8.219,8.648
3815.8,0.348,2.762,53.165,5.155,8.289,8.652
3815.9,0.35,2.773,53.883,5.228,8.351,8.665
3816.0,0.354,2.777,54.964,5.228,8.358,8.672
3816.1,0.356,2.775,56.748,5.439,8.3,8.682
3816.2,0.356,2.767,54.155,5.873,8.219,8.703
3816.3,0.36,2.759,53.812,6.278,8.17,8.69
3816.4,0.362,2.755,53.693,6.297,8.184,8.69
3816.5,0.363,2.759,52.22,6.009,8.253,8.687
3816.6,0.366,2.771,54.228,5.739,8.346,8.672
3816.7,0.364,2.788,57.577,5.445,8.424,8.68
3816.8,0.356,2.809,57.822,5.527,8.454,8.703
3816.9,0.35,2.826,56.283,5.673,8.425,8.703
3817.0,0.348,2.838,53.618,5.753,8.338,8.688
3817.1,0.345,2.84,51.126,5.639,8.219,8.693
3817.2,0.346,2.831,50.902,5.522,8.1,8.703
3817.3,0.346,2.816,51.469,5.758,8.02,8.703
3817.4,0.347,2.802,51.659,5.827,8.013,8.703
3817.5,0.348,2.796,51.033,5.955,8.079,8.703
3817.6,0.351,2.8,50.714,6.051,8.178,8.703
3817.7,0.354,2.813,53.74,6.085,8.271,8.703
3817.8,0.354,2.826,54.675,6.113,8.328,8.703
3817.9,0.35,2.832,54.321,6.141,8.376,8.703
3818.0,0.346,2.838,53.973,6.17,8.425,8.703
3818.1,0.339,2.843,55.781,6.331,8.53,8.752
3818.2,0.336,2.853,57.846,6.513,8.657,8.781
3818.3,0.337,2.865,54.254,6.463,8.733,8.781
3818.4,0.339,2.866,51.461,6.516,8.709,8.788
3818.5,0.338,2.845,50.336,6.693,8.608,8.781
3818.6,0.335,2.804,51.0,6.952,8.509,8.781
3818.7,0.332,2.764,51.624,6.975,8.472,8.781
3818.8,0.332,2.739,52.706,7.177,8.454,8.781
3818.9,0.335,2.73,53.314,7.26,8.404,8.75
3819.0,0.338,2.728,53.115,7.175,8.325,8.75
3819.1,0.341,2.73,52.722,7.39,8.255,8.75
3819.2,0.344,2.731,53.801,7.482,8.239,8.75
3819.3,0.346,2.735,50.983,7.38,8.287,8.75
3819.4,0.346,2.742,50.75,7.362,8.371,8.75
3819.5,0.344,2.75,51.652,7.189,8.475,8.75
3819.6,0.343,2.756,52.514,7.615,8.581,8.759
3819.7,0.34,2.755,52.049,7.61,8.67,8.781
3819.8,0.339,2.75,51.581,7.314,8.716,8.781
3819.9,0.335,2.746,51.869,7.018,8.713,8.781
3820.0,0.33,2.749,52.102,6.861,8.693,8.768
3820.1,0.326,2.76,53.603,6.502,8.692,8.75
3820.2,0.322,2.775,51.348,5.754,8.721,8.747
3820.3,0.32,2.788,48.324,5.344,8.761,8.74
3820.4,0.324,2.796,48.67,4.963,8.795,8.716
3820.5,0.327,2.797,48.855,4.548,8.826,8.703
3820.6,0.331,2.793,50.381,4.43,8.865,8.71
3820.7,0.332,2.786,51.537,4.103,8.921,8.752
3820.8,0.332,2.777,50.384,3.87,8.99,8.769
3820.9,0.333,2.768,48.34,3.793,9.092,8.75
3821.0,0.332,2.763,50.117,3.767,9.278,8.75
3821.1,0.333,2.769,52.084,4.121,9.553,8.75
3821.2,0.34,2.789,51.757,3.826,9.853,8.77
3821.3,0.351,2.812,50.856,3.764,10.059,8.807
3821.4,0.366,2.819,50.531,3.598,10.107,8.875
3821.5,0.375,2.805,50.972,3.602,10.063,8.944
3821.6,0.385,2.778,51.798,3.619,10.048,8.925
3821.7,0.385,2.759,52.59,3.585,10.14,8.877
3821.8,0.38,2.757,54.53,3.8,10.325,8.875
3821.9,0.377,2.767,54.151,3.83,10.527,8.875
3822.0,0.372,2.776,52.165,4.612,10.693,8.933
3822.1,0.374,2.779,51.047,6.245,10.814,8.912
3822.2,0.371,2.779,49.885,6.158,10.912,8.906
3822.3,0.369,2.784,47.139,6.139,11.001,8.902
3822.4,0.369,2.796,47.784,5.719,11.085,8.875
3822.5,0.368,2.814,49.48,5.482,11.158,8.913
3822.6,0.37,2.83,50.604,5.313,11.212,8.947
3822.7,0.378,2.839,50.851,5.232,11.229,8.936
3822.8,0.391,2.835,48.995,5.656,11.185,8.913
3822.9,0.402,2.819,49.048,5.611,11.091,8.933
3823.0,0.408,2.794,48.927,5.248,10.982,8.946
3823.1,0.411,2.767,45.339,5.553,10.907,8.956
3823.2,0.408,2.744,42.993,3.574,10.883,8.955
3823.3,0.4,2.729,42.148,3.27,10.893,8.939
3823.4,0.391,2.724,43.222,3.054,10.905,8.925
3823.5,0.383,2.725,44.078,2.758,10.884,8.971
3823.6,0.38,2.726,41.507,3.018,10.798,8.956
3823.7,0.379,2.723,42.952,2.846,10.661,8.906
3823.8,0.374,2.718,43.704,2.684,10.52,8.923
3823.9,0.367,2.713,44.483,2.848,10.412,8.942
3824.0,0.367,2.709,42.687,2.582,10.337,8.906
3824.1,0.368,2.707,41.844,2.303,10.288,8.898
3824.2,0.367,2.705,41.718,2.106,10.273,8.906
3824.3,0.367,2.705,42.592,2.128,10.3,8.906
3824.4,0.367,2.703,43.364,2.14,10.351,8.925
3824.5,0.367,2.696,43.539,2.137,10.394,8.953
3824.6,0.372,2.686,44.449,2.191,10.407,8.955
3824.7,0.375,2.681,41.254,2.232,10.405,8.919
3824.8,0.367,2.69,37.623,2.15,10.421,8.906
3824.9,0.351,2.716,38.294,2.057,10.468,8.914
3825.0,0.335,2.747,37.996,1.895,10.535,8.946
3825.1,0.332,2.771,39.351,1.771,10.603,8.924
3825.2,0.336,2.78,39.269,1.75,10.654,8.906
3825.3,0.343,2.778,36.24,1.848,10.65,8.894
3825.4,0.35,2.772,35.646,1.903,10.546,8.892
3825.5,0.35,2.766,34.882,1.625,10.335,8.875
3825.6,0.344,2.758,33.923,1.388,10.073,8.875
3825.7,0.335,2.751,33.721,1.467,9.838,8.868
3825.8,0.33,2.745,33.259,1.695,9.67,8.828
3825.9,0.328,2.741,34.768,1.943,9.568,8.828
3826.0,0.331,2.732,35.07,1.898,9.503,8.803
3826.1,0.338,2.715,34.184,1.859,9.438,8.785
3826.2,0.34,2.693,34.573,1.879,9.356,8.785
3826.3,0.34,2.672,35.01,1.911,9.272,8.828
3826.4,0.343,2.656,38.01,1.94,9.231,8.828
3826.5,0.344,2.646,37.659,2.008,9.258,8.871
3826.6,0.345,2.641,37.649,2.24,9.334,8.875
3826.7,0.342,2.639,40.132,2.227,9.407,8.875
3826.8,0.338,2.641,40.738,1.376,9.449,8.884
3826.9,0.334,2.645,39.453,1.711,9.463,8.886
3827.0,0.334,2.655,39.15,2.099,9.458,8.846
3827.1,0.329,2.668,38.495,2.232,9.424,8.847
3827.2,0.33,2.684,37.972,2.151,9.37,8.828
3827.3,0.326,2.699,37.447,2.097,9.356,8.803
3827.4,0.324,2.717,36.51,2.188,9.45,8.785
3827.5,0.318,2.744,36.492,2.216,9.617,8.781
3827.6,0.316,2.776,36.163,1.957,9.736,8.781
3827.7,0.32,2.794,34.052,1.798,9.712,8.776
3827.8,0.332,2.782,33.453,1.881,9.592,8.757
3827.9,0.342,2.748,32.5,2.155,9.505,8.779
3828.0,0.35,2.719,34.268,2.525,9.541,8.781
3828.1,0.35,2.716,35.354,2.556,9.712,8.781
3828.2,0.341,2.742,34.974,2.495,9.967,8.781
3828.3,0.324,2.788,34.437,3.055,10.209,8.781
3828.4,0.302,2.838,33.305,3.706,10.324,8.781
3828.5,0.286,2.877,32.361,2.826,10.218,8.76
3828.6,0.278,2.891,30.315,2.19,9.938,8.75
3828.7,0.279,2.874,28.345,2.308,9.646,8.771
3828.8,0.29,2.831,28.619,2.816,9.504,8.818
3828.9,0.309,2.775,29.036,3.4,9.563,8.828
3829.0,0.323,2.724,30.985,3.286,9.728,8.854
3829.1,0.33,2.692,32.175,2.637,9.848,8.875
3829.2,0.331,2.683,32.931,2.189,9.87,8.866
3829.3,0.329,2.69,33.76,2.471,9.844,8.856
3829.4,0.335,2.705,34.217,2.667,9.821,8.8
3829.5,0.338,2.72,32.81,2.763,9.804,8.781
3829.6,0.34,2.733,31.389,2.758,9.799,8.781
3829.7,0.339,2.743,30.353,2.653,9.837,8.781
3829.8,0.333,2.754,29.99,2.453,9.958,8.781
3829.9,0.322,2.772,30.663,2.2,10.143,8.781
3830.0,0.312,2.795,30.486,1.995,10.322,8.781
3830.1,0.303,2.818,30.936,2.113,10.452,8.781
3830.2,0.305,2.839,29.909,2.191,10.541,8.781
3830.3,0.301,2.86,28.796,2.168,10.588,8.781
3830.4,0.292,2.878,28.029,2.092,10.579,8.781
3830.5,0.285,2.885,28.016,2.058,10.491,8.781
3830.6,0.276,2.87,28.073,2.004,10.336,8.781
3830.7,0.278,2.834,28.74,1.966,10.156,8.777
3830.8,0.283,2.786,30.166,1.918,9.999,8.777
3830.9,0.289,2.745,31.301,1.838,9.93,8.781
3831.0,0.295,2.729,32.365,1.76,10.003,8.781
3831.1,0.301,2.742,31.898,1.791,10.177,8.75
3831.2,0.307,2.773,30.281,1.839,10.336,8.763
3831.3,0.314,2.802,29.263,1.883,10.368,8.781
3831.4,0.32,2.809,29.208,1.922,10.252,8.805
3831.5,0.323,2.784,30.119,2.027,10.068,8.875
3831.6,0.323,2.742,31.49,2.281,9.922,8.883
3831.7,0.318,2.706,33.161,2.421,9.884,8.875
3831.8,0.313,2.691,34.346,2.428,9.934,8.875
3831.9,0.311,2.698,34.14,2.578,9.992,8.875
3832.0,0.315,2.715,33.965,2.646,9.988,8.875
3832.1,0.326,2.73,32.845,2.507,9.936,8.875
3832.2,0.341,2.734,33.233,2.381,9.904,8.875
3832.3,0.352,2.73,33.137,2.255,9.939,8.875
3832.4,0.354,2.724,33.03,2.501,10.031,8.875
3832.5,0.349,2.724,32.79,2.916,10.133,8.875
3832.6,0.34,2.729,31.76,2.952,10.21,8.875
